Name,Size,Room,Fee,Endprice,KvMPrice,Saledate,City,District,TypeOfProperty
Symfonivägen 28,230.0,8,,6400000,,2023-09-27,Umeå kommun,Umedalen,Villa
Brorslundsvägen 39A,212.0,7,,10000000,,2023-09-27,Vellinge kommun,Höllviken,Villa
Åkervägen 34,123.0,5,,4325000,,2023-09-27,Burlövs kommun,Åkarp,Radhus
Mossvägen 7,60.0,4,,2750000,,2023-09-27,Kungsbacka kommun,Åsa,Villa
Ulricehamnsvägen 2,32.0,2,1939,2610000,81563,2023-09-27,Stockholms kommun,Hammarbyhöjden,Lägenhet
"Herkulesgatan 26, 8tr",55.0,2,3526,5350000,97273,2023-09-27,Stockholms kommun,Vasastan/Norrmalm,Lägenhet
Stabbegatan 24,62.0,3,4101,2400000,38710,2023-09-27,Göteborgs kommun,Björkekärr,Lägenhet
Dammkullegård 15,168.0,5,,4000000,,2023-09-27,Bollebygds kommun,Bollebygd,Villa
Dalstigen 7,125.0,5,,1400000,,2023-09-27,Karlskrona kommun,Rödeby,Villa
Luntgatan 12A,103.0,4,5920,2100000,20388,2023-09-27,Norrköpings kommun,Centralt,Lägenhet
Bildradiogatan 2,54.0,"2,5",4287,1940000,35926,2023-09-27,Göteborgs kommun,Järnbrott,Lägenhet
Alnarpsgatan 49,152.0,6,,4350000,,2023-09-27,Helsingborgs kommun,Gustavslund,Villa
"Kavallerivägen 2B, vån 8",55.0,2,3158,3000000,54545,2023-09-27,Sundbybergs kommun,Rissne,Lägenhet
Enviksbyn 105,83.0,4,,750000,,2023-09-27,Falu kommun,Enviksbyn,Villa
Djursjön 133,25.0,4,,955000,,2023-09-27,Leksands kommun,Djursjön,Fritidshus
Kungsbro strand 25,34.0,2,3150,3750000,110294,2023-09-27,Stockholms kommun,Kungsholmen,Lägenhet
Vasavägen 22,34.0,2,2238,2510000,73824,2023-09-27,Solna kommun,Råsunda,Lägenhet
Heleneborgsgatan 7A,57.0,2,3733,6250000,109649,2023-09-27,Stockholms kommun,Södermalm- Hornstull,Lägenhet
"Sorögatan 3, 2 tr",56.0,2,3518,1490000,26607,2023-09-27,Stockholms kommun,Kista,Lägenhet
Gizella Pallays gata 5B,105.0,5,5257,2450000,23333,2023-09-27,Kalmar kommun,Ljusstaden,Radhus
Alpvägen 23,86.0,3,4283,4700000,54651,2023-09-27,Stockholms kommun,Bromma - Mariehäll,Lägenhet
Hammarby Allé 51B,107.0,4,5882,8575000,80140,2023-09-27,Stockholms kommun,Hammarby Sjöstad,Lägenhet
"Drottningholmsvägen 55, 8tr",42.0,2,2851,3900000,92857,2023-09-27,Stockholms kommun,Kungsholmen,Lägenhet
Vänskapens Väg 11A,44.0,2,2643,1095000,24886,2023-09-27,Kalmar kommun,Ljusstaden,Lägenhet
Rudeboksvägen 50,67.0,3,5416,1995000,29776,2023-09-27,Lunds kommun,Gunnesbo,Lägenhet
Kanalgatan 19,96.0,3,5216,2200000,22917,2023-09-27,Kristianstads kommun,Centrum,Lägenhet
Högstavägen 27,4.0,4,,1550000,,2023-09-27,Kramfors kommun,Högsta,Villa
Tånggatan 47,75.0,3,,1450000,,2023-09-27,Hudiksvalls kommun,Delsbo,Villa
Melongången 346,32.0,2,,625000,,2023-09-27,Malmö kommun,Ärtholmen,Fritidshus
Sälgvägen 8,128.0,5,,1500000,,2023-09-27,Hylte kommun,Torup,Villa
Fridensborgsvägen 112,92.0,4,4125,4850000,52717,2023-09-27,Solna kommun,Järvastaden,Lägenhet
Burspråksvägen 2,38.0,2,2729,2475000,65132,2023-09-27,Stockholms kommun,Globen / Skärmarbrink,Lägenhet
O H Lindahls väg 55,44.5,2,2427,4700000,105618,2023-09-27,Vellinge kommun,Falsterbo,Lägenhet
Herrhagsvägen 253,124.0,5,,3800000,,2023-09-27,Uppsala kommun,Herrhagen,Villa
Östra Farmvägen 40c,65.0,3,4101,1550000,23846,2023-09-27,Malmö kommun,Östra Sorgenfri,Lägenhet
"Idungatan 7C, ög",73.0,3,3080,8600000,117808,2023-09-27,Stockholms kommun,Vasastan,Lägenhet
Dalslandsvägen 16,124.0,5,,3050000,,2023-09-27,Västerås kommun,Önsta Gryta,Villa
Bred Ängesta 3,100.0,3,,3050000,,2023-09-27,Enköpings kommun,Mälardalen,Villa
Vangsbyvägen 124,98.0,4,7373,1775000,18112,2023-09-27,Uppsala kommun,Vänge,Lägenhet
Södra Tvärgatan 7,75.5,3,4214,1050000,13907,2023-09-27,Helsingborgs kommun,Söder,Lägenhet
Backgatan 23A,43.0,1,,615000,14302,2023-09-27,Simrishamns kommun,Simrishamn,Lägenhet
Valhallagatan 23 A,96.0,4,6544,210000,2188,2023-09-27,Skara kommun,Valhall,Lägenhet
Lovartsgatan 11A,44.0,2,3048,1975000,44886,2023-09-27,Malmö kommun,Dockan,Lägenhet
Pilvägen 42,78.0,3,5185,3020000,38718,2023-09-27,Sollentuna kommun,Helenelunds centrum,Lägenhet
Riddargatan 55,106.0,3,5656,17000000,160377,2023-09-27,Stockholms kommun,Östermalm,Lägenhet
Borgmästaregatan 23,94.0,4,,2050000,,2023-09-27,Trelleborgs kommun,Centralt - Granlunda,Radhus
Grundtvigsgatan 3,66.0,3,3106,3295000,49924,2023-09-27,Stockholms kommun,Blackeberg,Lägenhet
Västra Rönneholmsvägen 64B,81.0,3,3841,3300000,40741,2023-09-27,Malmö kommun,Slottsstaden,Lägenhet
Linnégatan 32,115.0,"3,5",4450,17000000,147826,2023-09-27,Stockholms kommun,Östermalm,Lägenhet
Minkvägen 2,190.0,7,,3600000,,2023-09-27,Sigtuna kommun,Märsta - Norrbacka,Villa
Hildur Ottelinsgatan 1 B,46.0,2,3600,1850000,40217,2023-09-27,Uppsala kommun,Rickomberga,Lägenhet
Bokevägen 30,145.0,6,,1550000,,2023-09-27,Simrishamns kommun,Sankt Olof,Villa
Åkerbärstigen 21,181.0,7,,11000000,,2023-09-27,Stockholms kommun,Älvsjö,Villa
Lundbovägen 69,134.0,8,,4500000,,2023-09-27,Sundsvalls kommun,Granlo,Villa
Kyrkvägen 42,168.0,6,,3400000,,2023-09-27,Karlskrona kommun,Sturkö,Villa
Catalinavägen 4,98.0,4,3228,5100000,52041,2023-09-27,Täby kommun,Hägernäs Strand,Lägenhet
"Luxgatan 6, 5 tr",40.0,"1,5",2470,3910000,97750,2023-09-27,Stockholms kommun,Kungsholmen / Lilla Essingen,Lägenhet
Teleskopgatan 18,72.5,3,5247,1130000,15586,2023-09-27,Göteborgs kommun,Bergsjön,Lägenhet
Dagsverksvägen 233 - 2 tr,69.5,3,4066,2275000,32734,2023-09-27,Stockholms kommun,Solhem - Spånga,Lägenhet
"Gustav III:s väg 52, vån 3 / 3",66.0,2,3788,4100000,62121,2023-09-27,Stockholms kommun,Bromma - Åkeslund,Lägenhet
Hörneå 122,124.0,5,,1760000,,2023-09-27,Umeå kommun,Hörnefors / Hörneå,Villa
Jungfrugatan 41B,99.0,4,3304,13600000,137374,2023-09-27,Stockholms kommun,Östermalm,Lägenhet
Ekvägen 10,70.0,4,,1400000,,2023-09-27,Norrtälje kommun,Hallstavik,Villa
Pilgatan 9,111.0,5,,1940000,,2023-09-27,Vännäs kommun,Vännäs,Villa
Elin Wägners gata 13,36.0,"1,5",2354,2500000,69444,2023-09-27,Stockholms kommun,Fruängen,Lägenhet
Vinstorpsvägen 58,90.5,4,4285,2995000,33094,2023-09-27,Lomma kommun,Lomma - Vinstorp,Lägenhet
Päronstigen 3,105.0,5,,2550000,,2023-09-27,Nässjö kommun,Hultet,Villa
Domkyrkoesplanaden 8,69.5,2,3985,1915000,27554,2023-09-27,Västerås kommun,Centrum,Lägenhet
Håsjögränd 2,73.0,3,4945,2275000,31164,2023-09-27,Stockholms kommun,Råcksta,Lägenhet
Gustavsgatan 9 B,29.0,1,2263,90000,3103,2023-09-27,Karlskoga kommun,Centralt,Lägenhet
Östra Lindviksvägen 6,186.0,6,,4850000,,2023-09-27,Vellinge kommun,Höllviken,Villa
Husaby Stenhagen 1,137.0,5,,1900000,,2023-09-27,Götene kommun,Husaby,Villa
Sysslomansgatan 7,25.0,1,2646,1595000,63800,2023-09-27,Uppsala kommun,Främre Luthagen,Lägenhet
Kapellsgatan 96,132.0,7,,3425000,,2023-09-27,Falköpings kommun,Bestorp,Villa
Backskåran 18,158.0,6,7450,7995000,50601,2023-09-27,Stockholms kommun,Nockebyhov / Bromma,Radhus
Tussilagogatan 10,169.5,6,,6500000,,2023-09-27,Västerås kommun,Barkarö,Villa
Johannedalsvägen 30,76.5,3,4961,570000,7451,2023-09-27,Sundsvalls kommun,Sundsbruk,Lägenhet
Hammarby allé 7,56.0,"1,5",3360,3160000,56429,2023-09-27,Stockholms kommun,Hammarby Sjöstad,Lägenhet
Ribevägen 13C,57.0,2,4311,1825000,32018,2023-09-27,Malmö kommun,Dammfri,Lägenhet
Smebacken 6,139.0,6,,1400000,,2023-09-27,Karlshamns kommun,Mörrum,Villa
Stallgatan 30,52.0,2,3758,2480000,47692,2023-09-27,Sundbybergs kommun,Ursvik,Lägenhet
Kvarngatan 19,73.0,3,4663,650000,8904,2023-09-27,Mönsterås kommun,Älgerum,Lägenhet
Åsögatan 165A,56.0,2,3292,6400000,114286,2023-09-27,Stockholms kommun,Södermalm Sofia,Lägenhet
Eliegatan 10,81.0,4,6576,4200000,51852,2023-09-27,Sundbybergs kommun,Centrala Sundbyberg,Lägenhet
Lärkvägen 17,105.0,4,,2200000,,2023-09-27,Hudiksvalls kommun,Östra Hudiksvall,Villa
Gingri Björkebäck 1,85.0,4,,450000,,2023-09-27,Borås kommun,Hamburgön,Villa
Gitarrgatan 3,69.3,3,5552,2450000,35354,2023-09-27,Göteborgs kommun,Ruddalen,Lägenhet
Virvelvindsgatan 28,70.5,3,4926,2250000,31915,2023-09-27,Göteborgs kommun,Centrala Hisingen,Lägenhet
Landskronavägen 729,138.0,+12,,10950000,,2023-09-27,Helsingborgs kommun,Rydebäck,Villa
Finn Malmgrens väg 44,37.0,2,2600,2720000,73514,2023-09-27,Stockholms kommun,hammarbyhöjden,Lägenhet
Mölndalsvägen 27,78.0,3,3837,3570000,45769,2023-09-27,Göteborgs kommun,Almedal / Johanneberg,Lägenhet
Albyvägen 15,81.5,3,5543,1700000,20859,2023-09-27,Botkyrka kommun,Alby,Lägenhet
"Tellusborgsvägen 90, vån 4",49.0,2,3200,2995000,61122,2023-09-27,Stockholms kommun,Telefonplan - Hägersten,Lägenhet
Sandjordsgränd 7,116.0,4,,5000000,,2023-09-27,Vellinge kommun,Sandeplan,Villa
"Ekuddsvägen 27, 2tr",34.0,1,2561,2200000,64706,2023-09-27,Nacka kommun,Nacka - Sickla - Ekudden,Lägenhet
Tallstigen 7,83.0,3,,950000,,2023-09-27,Kungsörs kommun,Valskog,Villa
Tunavägen 58,143.0,6,,4325000,,2023-09-27,Upplands Väsby kommun,Upplands Väsby,Radhus
Blåsutgatan 3,51.1,2,4703,2500000,48924,2023-09-27,Göteborgs kommun,Majorna,Lägenhet
Räkvägen 12,108.0,4,,3475000,,2023-09-27,Uddevalla kommun,Lyckorna-Ljungskile,Villa
Jungfrugatan 38,106.0,4,3561,15500000,146226,2023-09-27,Stockholms kommun,Östermalm,Lägenhet
Kabelgatan 3A,92.8,3,5040,1710000,18427,2023-09-26,Luleå kommun,Bergnäset,Lägenhet
Pär Lagerkvists väg 6,52.5,2,2928,1675000,31905,2023-09-26,Växjö kommun,Norr,Lägenhet
"Fridensborgsvägen 58, vån 3",38.0,2,2084,2600000,68421,2023-09-26,Solna kommun,Järvastaden,Lägenhet
Rävstigen 10,130.0,5,,1895000,,2023-09-26,Hjo kommun,Lundby,Villa
"Bergslagsresan 103, VÅN 4 / 4",80.5,3,4858,1735000,21553,2023-09-26,Uppsala kommun,Sävja,Lägenhet
Stenvägen 11,56.0,2,4301,550000,9821,2023-09-26,Timrå kommun,Sörberge,Lägenhet
Brunnslyckevägen 6,94.0,4,5882,2600000,27660,2023-09-26,Örebro kommun,Adolfsberg,Lägenhet
Ängskärsgatan 6,39.0,"1,5",2439,3850000,98718,2023-09-26,Stockholms kommun,Östermalm / Gärdet,Lägenhet
Grönviksvägen 133,199.0,7,,19525000,,2023-09-26,Stockholms kommun,Nockeby,Villa
Mjölnerbacken 33,94.0,4,4849,3295000,35053,2023-09-26,Sundbybergs kommun,Rissne,Lägenhet
Knäpplanvägen 25,150.0,5,,4100000,,2023-09-26,Hjo kommun,Knäpplan / Sigghusberg,Villa
Kvällsvägen 8,82.5,3,4640,2195000,26606,2023-09-26,Botkyrka kommun,Tullinge,Lägenhet
Rodervägen 31,151.0,7,,2900000,,2023-09-26,Örnsköldsviks kommun,Bonäset,Villa
Cedergrensvägen 27,70.0,3,4446,4725000,67500,2023-09-26,Stockholms kommun,Midsommarkransen/telefonplan,Lägenhet
Charlottas väg 10,94.0,4,,1350000,,2023-09-26,Eda kommun,Charlottenberg,Villa
"Hornsgatan 64A, Gårdshus",26.0,2,1065,3100000,119231,2023-09-26,Stockholms kommun,Maria,Lägenhet
Arlagatan 4,73.0,3,4684,3700000,50685,2023-09-26,Borås kommun,Borås - Centrum,Lägenhet
Skebokvarnsvägen 265,60.5,2,3779,2350000,38843,2023-09-26,Stockholms kommun,Högdalen,Lägenhet
Hällungevägen 56,69.0,2,3700,1070000,15507,2023-09-26,Stenungsunds kommun,Svenshögen,Lägenhet
Kroka Nybygget,95.0,3,,1750000,,2023-09-26,Trosa kommun,Vagnhärad,Villa
Cedergrensvägen 43,51.0,3,3428,3600000,70588,2023-09-26,Stockholms kommun,Telefonplan,Lägenhet
Vatt-Annas Väg 19,58.5,2,4067,1060000,18120,2023-09-26,Södertälje kommun,Lina Hage,Lägenhet
Sagogången 52,86.5,3,5450,2200000,25434,2023-09-26,Göteborgs kommun,Hisings Backa,Lägenhet
Hagalundsgatan 14,59.0,2,3599,2440000,41356,2023-09-26,Solna kommun,Hagalund,Lägenhet
Majorsgatan 16 B,57.0,2,4331,1125000,19737,2023-09-26,Sundsvalls kommun,Södermalm,Lägenhet
Dillvägen 19,117.0,3,,2250000,,2023-09-26,Halmstads kommun,Gullbranna,Villa
Klingbergsvägen 19,118.0,5,,420000,,2023-09-26,Hällefors kommun,Hällefors,Villa
Betsövägen 10,54.0,"2,5",3674,1895000,35093,2023-09-26,Nacka kommun,Västra Orminge,Lägenhet
Herrhagsvägen 353,106.0,4,,2450000,,2023-09-26,Falu kommun,Slätta,Radhus
Önskevädersgatan 29,68.7,3,4927,1600000,23290,2023-09-26,Göteborgs kommun,Biskopsgården,Lägenhet
"Katarina bangata 61, 4 tr",38.0,2,2251,4220000,111053,2023-09-26,Stockholms kommun,Södermalm - Katarina Sofia,Lägenhet
Spjutgatan 30,81.0,3,5262,2125000,26235,2023-09-26,Norrköpings kommun,Ektorp,Lägenhet
Fjärdingsgatan 16A,66.0,3,3577,2320000,35152,2023-09-26,Göteborgs kommun,Kvillebäcken,Lägenhet
Lundbladsvägen 9B,46.5,2,2957,1100000,23656,2023-09-26,Eskilstuna kommun,Sveaplan,Lägenhet
Andebodavägen 301,129.0,6,,4100000,,2023-09-26,Järfälla kommun,Viksjö,Radhus
Rönnvägen 2,70.0,3,,2500000,,2023-09-26,Halmstads kommun,Furet,Radhus
Spillkråkevägen 6,135.0,5,,3830000,,2023-09-26,Österåkers kommun,Margretelund - Tråsättra,Villa
Tåme 124,68.0,3,,540000,,2023-09-26,Skellefteå kommun,Byske,Villa
Skånstavägen 24,137.0,5,,3650000,,2023-09-26,Österåkers kommun,Skånsta,Radhus
"Karlbergsvägen 32A, 2tr",72.0,2,2852,8750000,121528,2023-09-26,Stockholms kommun,Vasastan - Vasaparken,Lägenhet
Föreningsgatan 54B,55.5,2,3540,1930000,34775,2023-09-26,Malmö kommun,Rörsjöstaden,Lägenhet
Stenhuggargatan 34,71.0,3,3882,2350000,33099,2023-09-26,Jönköpings kommun,Kålgården,Lägenhet
Kellgrensgatan 23A,47.0,2,3358,1810000,38511,2023-09-26,Borås kommun,Druvefors,Lägenhet
Hantverkargatan 40B,48.0,2,3685,960000,20000,2023-09-26,Landskrona kommun,Landskrona - Centrum,Lägenhet
Stångarö gård 1,210.0,7,,12500000,,2023-09-26,Nykvarns kommun,NYKVARN,Gård/Skog
Magnus Ladulåsgatan 7,86.0,4,4284,6600000,76744,2023-09-26,Stockholms kommun,Maria,Lägenhet
Östhammarsgatan 70B,52.0,2,3275,5675000,109135,2023-09-26,Stockholms kommun,Gärdet - Östermalm,Lägenhet
Månstorpsvägen 26,57.5,2,3281,1695000,29478,2023-09-26,Botkyrka kommun,Tullingeberg,Lägenhet
"Havrevägen 10, 7tr",90.0,4,5586,2600000,28889,2023-09-26,Botkyrka kommun,Botkyrka-Hallunda,Lägenhet
Tallrotsvägen 24,142.0,6,,3550000,,2023-09-26,Karlstads kommun,Stodene,Villa
Hermelinvägen 156,76.0,3,4116,2295000,30197,2023-09-26,Umeå kommun,Mariedal,Lägenhet
Övre Matrosgatan 12D,40.0,2,2801,2570000,64250,2023-09-26,Göteborgs kommun,Gamla Masthugget,Lägenhet
Legendvägen 11,83.5,3,6023,2050000,24551,2023-09-26,Järfälla kommun,Kallhäll,Lägenhet
Berga Olofsborg,76.0,5,,1000000,,2023-09-26,Eskilstuna kommun,Stora Sundby,Villa
Jakobsgatan 3C,82.5,3,4099,845000,10242,2023-09-26,Bodens kommun,Centrala Boden,Lägenhet
Bergviksgatan 15,85.0,3,5004,3550000,41765,2023-09-26,Södertälje kommun,Ritorp-Oxelgrenshagen,Lägenhet
Borensvägen 43,58.0,3,3952,3250000,56034,2023-09-26,Stockholms kommun,Årsta,Lägenhet
Nytorpsvägen 50,116.0,5,5935,6150000,53017,2023-09-26,Täby kommun,Näsby Park,Lägenhet
Vejbystrandsvägen 351,80.0,4,,1425000,,2023-09-26,Ängelholms kommun,Vejbystrand,Villa
Joachim Becks gata 10,160.0,6,,4300000,,2023-09-26,Svedala kommun,Bara,Villa
Oruddsvägen 32,112.0,6,,2150000,,2023-09-26,Bromölla kommun,Ivetofta,Villa
"Marknadsvägen 189, 2tr",86.0,3,4486,3500000,40698,2023-09-26,Täby kommun,Täby Centrum,Lägenhet
Möllevångsgatan 27B,60.5,2,3955,2200000,36364,2023-09-26,Malmö kommun,Möllevången,Lägenhet
Åkervägen 9,148.0,7,,1300000,,2023-09-26,Vansbro kommun,Dala-järna,Villa
Slåttervägen 4,103.0,4,,1250000,,2023-09-26,Karlshamns kommun,Hällaryd,Villa
Hubbogatan 2,136.0,5,,2000000,,2023-09-26,Västerås kommun,Skiljebo-Viksäng,Radhus
Solhagagatan 80,76.9,3,5793,1600000,20806,2023-09-26,Göteborgs kommun,Hisings Kärra,Lägenhet
Nyvångsgatan 27,128.0,+15,,2660000,,2023-09-26,Landskrona kommun,Landskrona,Villa
Fadderortsgatan 2,48.0,1,2874,900000,18750,2023-09-26,Karlstads kommun,Rud,Lägenhet
Tunvägen 6B,84.0,3,4326,1850000,22024,2023-09-26,Norrtälje kommun,Norrtälje stad - Grind,Lägenhet
Alice Babs gata 9,104.0,5,5039,2300000,22115,2023-09-26,Kalmar kommun,Ljusstaden,Lägenhet
Kålgårdsbergsgatan 11A,83.0,3,3857,1295000,15602,2023-09-26,Uddevalla kommun,Centrum,Lägenhet
Margaretavägen 53,84.0,4,3165,2450000,29167,2023-09-26,Knivsta kommun,Centralt,Lägenhet
Munkedalsvägen 6,175.0,9,,12190000,,2023-09-26,Stockholms kommun,Stureby - Enskede,Villa
Pjäxgränd 1,150.0,5,,2700000,,2023-09-26,Höörs kommun,Fogdarödsområdet,Villa
Billdals Pilgång 5,136.0,6,,7100000,,2023-09-26,Göteborgs kommun,Billdal,Villa
Jordabalksvägen 62,68.5,2,4843,1625000,23723,2023-09-26,Lunds kommun,Norra Fäladen,Lägenhet
Parkgatan 21,69.9,3,4361,1050000,15021,2023-09-26,Ljungby kommun,Ljungby,Lägenhet
"Västmannagatan 29 B, 2 tr ög",43.0,2,1657,4925000,114535,2023-09-26,Stockholms kommun,Vasastan,Lägenhet
Lundagatan 9,61.0,2,3287,3260000,53443,2023-09-26,Solna kommun,Huvudsta,Lägenhet
Sillaröd 126,185.0,5,,2050000,,2023-09-26,Tomelilla kommun,Sillaröd,Villa
Ålandsgatan 2B,107.0,4,,3500000,,2023-09-26,Skellefteå kommun,Ursviken,Villa
Ekuddsvägen 8B,32.0,1,1580,2230000,69688,2023-09-26,Nacka kommun,Nacka,Lägenhet
Klörupsvägen 8A,61.5,2,3578,1310000,21301,2023-09-26,Trelleborgs kommun,Sandmöllan,Lägenhet
"Klas Klättermus Gata 7, 3 tr.",85.0,3,4373,4350000,51176,2023-09-26,Stockholms kommun,Bromma / Annedal,Lägenhet
Korallgatan 6,54.5,2,4181,3500000,64220,2023-09-26,Gotlands kommun,Visby - Norr,Lägenhet
"Thorsten Levenstams väg 2B, vån 2",45.0,2,2916,2600000,57778,2023-09-26,Stockholms kommun,Sköndal,Lägenhet
Meteorvägen 32,81.0,3,4947,2995000,36975,2023-09-26,Täby kommun,Grindtorp,Lägenhet
Tågagatan 43,66.0,2,2424,2295000,34773,2023-09-26,Helsingborgs kommun,Tågaborg,Lägenhet
Husarvägen 5,130.0,6,,5450000,,2023-09-26,Sollentuna kommun,Rotsunda,Villa
Lundbygatan 6B,57.0,2,3605,870000,15263,2023-09-26,Mjölby kommun,Centrala Mjölby,Lägenhet
Solhällsvägen 14,94.0,3,,850000,,2023-09-26,Östra Göinge kommun,Hjärsås,Villa
Nobelvägen 111 B,60.0,2,3848,1650000,27500,2023-09-26,Malmö kommun,Östra Sorgenfri,Lägenhet
Espedalsvägen 18,70.0,4,,700000,,2023-09-26,Ronneby kommun,Ronneby stad,Villa
Björkbacksvägen 26,46.5,2,4348,2590000,55699,2023-09-26,Stockholms kommun,Bromma - Ulvsunda,Lägenhet
Serenadgatan 60,64.5,2,3760,1350000,20930,2023-09-26,Malmö kommun,Högaholm,Lägenhet
Dungatan 20,100.0,5,,1250000,,2023-09-26,Skellefteå kommun,Skelleftehamn,Villa
Brunnsgatan 14 G,68.0,3,2530,3250000,47794,2023-09-26,Lunds kommun,Centrum,Lägenhet
Kaveldunsgränd 53,115.0,4,,5200000,,2023-09-26,Sollentuna kommun,Viby,Radhus
Enehagsgatan 246,176.0,5,,5350000,,2023-09-26,Alingsås kommun,Enehagen,Villa
Vegagatan 2C,43.0,2,3471,1095000,25465,2023-09-26,Västerås kommun,Vega,Lägenhet
Karpgatan 16,137.0,4,,4500000,,2023-09-26,Ängelholms kommun,Ludvigaskog,Villa
Gamla Vägen 40,127.0,4,5327,6250000,49213,2023-09-26,Värmdö kommun,Gustavsberg Höjdhagen,Radhus
Akvarellvägen 14,164.0,6,,5740000,,2023-09-26,Botkyrka kommun,Tullinge,Villa
Gnejsvägen 60,84.0,3,4956,4800000,57143,2023-09-26,Kungsbacka kommun,Kolla,Lägenhet
Centralvägen 21 C,134.0,5,6600,5700000,42537,2023-09-26,Österåkers kommun,Åkersberga Centralt,Lägenhet
Orrspelsvägen 2A,90.5,4,4419,2020000,22320,2023-09-26,Strängnäs kommun,Ulvhäll,Lägenhet
Majorsallén 42E,35.5,1,1807,445000,12535,2023-09-26,Lidköpings kommun,Gamla Staden,Lägenhet
Furuhedsvägen 3 F,68.0,2,4224,360000,5294,2023-09-26,Kalix kommun,Centrum,Lägenhet
"Framnäsbacken 1, vån 2",66.0,3,5114,3220000,48788,2023-09-26,Solna kommun,Skytteholm,Lägenhet
Söderbyvägen 18,81.0,3,4407,2300000,28395,2023-09-26,Salems kommun,Salem,Lägenhet
Snapphanegatan 44,84.0,3,,820000,,2023-09-26,Östra Göinge kommun,Broby,Villa
Lagmansbacken 9,36.0,2,2853,1425000,39583,2023-09-26,Botkyrka kommun,Alby,Lägenhet
Bygatan 30,87.0,"3,5",5244,1995000,22931,2023-09-26,Sollentuna kommun,Sollentuna Tureberg,Lägenhet
Strandvägen 24A,25.0,1,1359,1320000,52800,2023-09-26,Karlstads kommun,Herrhagen,Lägenhet
Västra Banvägen 100,112.0,5,,4040000,,2023-09-26,Österåkers kommun,Centralt,Radhus
Prilyckegatan 379,79.0,3,5698,2760000,34937,2023-09-26,Göteborgs kommun,Hisings Kärra,Lägenhet
Galoppgatan 56,84.0,4,7359,2000000,23810,2023-09-26,Upplands Väsby kommun,Smedby,Lägenhet
Trastgatan 48,96.0,4,,1700000,,2023-09-26,Mullsjö kommun,Bosebygd,Radhus
Ingegatan 2L,48.0,"1,5",3304,1460000,30417,2023-09-26,Kungälvs kommun,Centralt vid älven,Lägenhet
Södra Vägen 34A,78.0,2,0,5825000,74679,2023-09-26,Göteborgs kommun,Lorensberg,Lägenhet
Ivar Samuelssons gata 46,105.0,5,5140,3322500,31643,2023-09-26,Linköpings kommun,Harvestad,Radhus
Täppgränd 5B,57.0,3,2346,3350000,58772,2023-09-26,Stockholms kommun,Gamla Enskede,Lägenhet
Karlebyvägen 13,72.0,7,,8900000,,2023-09-26,Stockholms kommun,Norra Ängby,Villa
Södra Hunnetorpsvägen 108,80.0,3,4933,1115000,13938,2023-09-26,Helsingborgs kommun,Adolfsberg,Lägenhet
Geijersgatan 9A,157.0,7,,5295000,,2023-09-26,Västerås kommun,Hemdal,Villa
Kruthornsvägen 17,66.0,3,4305,1895000,28712,2023-09-26,Sollentuna kommun,Edsberg,Lägenhet
Flädervägen 11,114.0,5,,5195000,,2023-09-26,Botkyrka kommun,Tullinge,Villa
Norrskensbacken 5,94.0,4,5692,2595000,27606,2023-09-26,Botkyrka kommun,Tullinge,Lägenhet
Prefektgatan 1,27.0,1,2089,1495000,55370,2023-09-26,Uppsala kommun,Rosendal,Lägenhet
Munkvägen 2D,55.5,2,3202,865000,15586,2023-09-26,Sölvesborgs kommun,Centralt,Lägenhet
Klarabergsvägen 9A,87.0,4,4987,1920000,22069,2023-09-26,Haninge kommun,Vendelsö,Lägenhet
Fleminggatan 49,93.0,4,2888,9000000,96774,2023-09-26,Stockholms kommun,Kungsholmen - Fridhemsplan,Lägenhet
Lammholmsbacken 286,37.0,1,2641,1300000,35135,2023-09-26,Huddinge kommun,Vårby gård,Lägenhet
Älgstigen 35,159.0,6,,1500000,,2023-09-26,Kalix kommun,Djuptjärn,Villa
Sörahemsvägen 32,120.0,4,,3700000,,2023-09-26,Österåkers kommun,Söra,Radhus
Häradsgatan 28B,56.0,2,3910,2050000,36607,2023-09-26,Mölndals kommun,Bosgården,Lägenhet
Örbäck 249,76.0,4,,1550000,,2023-09-26,Norbergs kommun,Örbäck,Gård/Skog
Kungsgatan 54 B,96.5,4,6173,655000,6788,2023-09-26,Kristinehamns kommun,Centralt,Lägenhet
Talltitevägen 4,75.0,2,4421,900000,12000,2023-09-26,Piteå kommun,Storfors,Lägenhet
Långaläst 1,105.0,6,,3800000,,2023-09-26,Falköpings kommun,Floby,Gård/Skog
Stenhuggarvägen 3J,112.0,5,,1150000,,2023-09-26,Bollnäs kommun,Säversta-Häggesta,Radhus
Borgmästaregatan 21,120.0,5,,2450000,,2023-09-26,Sölvesborgs kommun,Centralt,Villa
Gustaf bergs väg 17 - Uthyrningsdel!,111.0,4,6498,4600000,41441,2023-09-26,Täby kommun,Täby Centrum,Lägenhet
Centralvägen 8,63.5,2,5579,160000,2520,2023-09-26,Fagersta kommun,Västanfors,Lägenhet
Bergebyvägen 17,126.0,4,,1000000,,2023-09-26,Torsby kommun,Centrala Torsby,Villa
